index,category,test_no,command_kor,connected_devices,options,gt1,gt2,gt3,command_eng
121,4,391,"에어컨이 켜지면 5초 후 블라인드를 닫고, 5초 더 기다린 후 커튼이 열려 있으면 커튼을 닫고, 이후 10초 후 조명 밝기를 10퍼센트로 낮춰 줘.",,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""
wait until((#AirConditioner).switch_switch == \""on\"")\n
(#Clock).clock_delay(5000)\n
(#Blind).blind_close()\n
(#Clock).clock_delay(5000)\n

if ((#Curtain).curtain_curtain == \""open\"") {\n
  (#Curtain).curtain_close()\n
}\n
(#Clock).clock_delay(10000)\n
(#Light).switchLevel_setLevel(10, 1)""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until ((#AirConditioner).switch_switch == \""on\"")\n(#Clock).clock_delay(5000)\n(#Blind).blind_close()\n(#Clock).clock_delay(5000)\nif ((#Curtain).curtain_curtain == \""open\"") {\n (#Curtain).curtain_close()\n}\n(#Clock).clock_delay(10000)\n(#Light).switchLevel_setLevel(10, 0)""
 }""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""wait until((#AirConditioner).switch_switch == 'on')\n(#Clock).clock_delay(5000)\n(#Blind).blind_close()\n(#Clock).clock_delay(5000)\nif ((#Curtain).curtain_curtain == 'open') {\n    (#Curtain).curtain_close()\n}\n(#Clock).clock_delay(10000)\n(#Light).switchLevel_setLevel(10,0)""}","When the air conditioner turns on, close the blinds after five seconds, wait another five seconds and close the curtains if they're open, and then turn the lights down to 10 percent brightness after 10 seconds."
35,2,215,연기 감지기에서 연기가 감지되면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until ((#SmokeDetector).smokeDetector_smoke == \""detected\"")\n  (#Alarm).alarm_siren()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until ((#SmokeDetector).smokeDetector_smoke == \""detected\"")\n(#Alarm).alarm_siren()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""wait until((#SmokeDetector).smokeDetector_smoke == 'detected')\n(#Alarm).alarm_siren()""}",Sound the alarm's siren if smoke is detected by the smoke detector.
48,5,287,온도가 29도 이상이고 습도가 80% 이상이며 조명이 꺼져 있으면 에어컨을 켜고 조명을 켜 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#TemperatureSensor).temperatureMeasurement_temperature >= 29.0) and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0) and ((#Light).switch_switch == \""off\"")) {\n  (#AirConditioner).switch_on()\n  (#Light).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#TemperatureSensor).temperatureMeasurement_temperature >= 29.0) and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80.0) and ((#Light).switch_switch == \""off\"")) {\n (#AirConditioner).switch_on()\n (#Light).switch_on()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if (((#TemperatureSensor).temperatureMeasurement_temperature >= 29) and ((#HumiditySensor).relativeHumidityMeasurement_humidity >= 80) and ((#Light).switch_switch == 'off')) {\n(#AirConditioner).switch_on()\n(#Light).switch_on()\n}""}","If the temperature is above 29 degrees, the humidity is above 80%, and the lights are off, turn on the air conditioner and turn on the lights."
46,2,285,온도가 33도 이상이면 제습기를 켜고 커튼을 닫아 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature >= 33.0) {\n  (#Dehumidifier).switch_on()\n  (#Curtain).curtain_close()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#TemperatureSensor).temperatureMeasurement_temperature >= 33.0) {\n (#Dehumidifier).switch_on()\n (#Curtain).curtain_close()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#TemperatureSensor).temperatureMeasurement_temperature >= 33) {\n    (#Dehumidifier).switch_on()\n    (#Curtain).curtain_close()\n}'}","If the temperature is above 33 degrees, turn on the dehumidifier and close the curtains."
134,3,405,온도가 35도 이상이 되면 에어컨을 켜 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#TemperatureSensor).temperatureMeasurement_temperature >= 35.0)\n(#AirConditioner).switch_on()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#TemperatureSensor).temperatureMeasurement_temperature >= 35.0)\n(#AirConditioner).switch_on()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'wait until((#TemperatureSensor).temperatureMeasurement_temperature >= 35)\n(#AirConditioner).switch_on()'}",Turn on the air conditioner when the temperature is above 35 degrees.
21,2,85,올해가 2025년이면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_year == 2025) {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Clock).clock_year == 2025) {\n (#Alarm).alarm_siren()\n}""
 }""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Clock).clock_year == 2025) {\n    (#Alarm).alarm_siren()\n}'}","If the year is 2025, sound the alarm siren."
32,2,167,움직임이 감지되고 있으면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#MotionSensor).motionSensor_motion == \""active\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#MotionSensor).motionSensor_motion == \""active\"") {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#MotionSensor).motionSensor_motion == 'active') {\n    (#Alarm).alarm_siren()\n}""}",Sound the alarm's siren if motion is detected.
133,3,404,움직임이 감지되면 최대 3번까지 조명을 켜 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
motion_count := 0\n
prev_motion := \""inactive\""\n
current = (#MotionSensor).motionSensor_motion\n

if (current == \""active\"") and (prev_motion == \""inactive\"") {\n
  if (motion_count < 3) {\n
      (#Light).switch_on()\n
      motion_count = motion_count + 1\n
  }\n
}\n
prev_motion = current
}","{""name"": ""Scenario1"", ""cron"": """", ""period"": 100, ""code"": ""
triggered := false\n
count := 0\n
if (triggered == false) {\n
  wait until ((#MotionSensor).motionSensor_motion == \""active\"")\n
  if (count < 3) {\n
    (#Light).switch_on()\n
    count = count + 1\n
  }\n
  triggered = true\n
} else {\n
  if ((#MotionSensor).motionSensor_motion != \""active\"") {\n
    triggered = false\n
  }\n
}""}","{'name': 'Scenario1', 'cron': '', 'period': 100, 'code': ""motion_count := 0\nprev_motion_state := (#MotionSensor).motionSensor_motion\nmotion_state = (#MotionSensor).motionSensor_motion\nif ((prev_motion_state == 'inactive') and (motion_state == 'active')) {\n    motion_count = motion_count + 1\n    (#Light).switch_on()\n}\nprev_motion_state = motion_state\nif (motion_count >= 3) {\n    break\n}""}",Turn on the light up to 3 times when motion is detected.
138,3,412,"월, 수, 금에 실시간으로 확인하여 창문이 열려 있지 않으면 창문을 닫아 줘.",,,"{""name"": ""Scenario1"", ""cron"": ""0 0 * * 1,3,5"", ""period"": 100, ""code"": ""
if ((#Window).windowControl_window != \""open\"") {\n
  (#Window).windowControl_close()\n
}""}","{""name"": ""Scenario1"", ""cron"": ""0 * * * 1,3,5"", ""period"": 100, ""code"": ""
if ((#Window).windowControl_window != \""open\"") {\n
 (#Window).windowControl_close()\n
}","{'name': 'Scenario', 'cron': '0 0 * * 1,3,5', 'period': 100, 'code': ""
weekday = (#Clock).clock_weekday\n
if ((weekday != 'monday') and (weekday != 'wednesday') and (weekday != 'friday')) {\n
    break\n
}\n
if ((#Window).windowControl_window != 'open') {\n
    (#Window).windowControl_close()\n
}""}","Check in real-time on Mon, Wed, Fri and close the window if it's not open."
24,9,108,이메일을 'test@example.com' 주소로 제목 '알림'과 내용 '긴급 상황입니다.'로 보내줘.,,"[
  {
  ""name"": ""me"",
  ""contact"": ""010-1234-5678"",
  ""email"": ""abcd1234@test.com"",
  ""birthday"": ""1991-03-03""
  },
  {
  ""name"": ""홍길동"",
  ""contact"": ""010-9999-8888"",
  ""email"": ""honggd@test.com"",
  ""birthday"": ""1988-07-15"",
  ""alternate_contact"": ""010-8888-7777""
  },
  {
  ""name"": ""김무개"",
  ""contact"": ""010-7777-6666"",
  ""email"": ""kim@example.com"",
  ""birthday"": ""1990-11-25""
  },
  {
  ""name"": ""장보고"",
  ""contact"": ""010-2222-3333"",
  ""email"": ""jangbogo@naver.com"",
  ""birthday"": ""1985-05-10"",
  ""alternate_contact"": ""010-4444-5555""
  }
 ]","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail(\""test@example.com\"", \""알림\"", \""긴급 상황입니다.\"")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#EmailProvider).emailProvider_sendMail(\""test@example.com\"" , \""알림\"" , \""긴급 상황입니다.\"")""}","{'name': 'SendEmail', 'cron': '', 'period': -1, 'code': ""(#EmailProvider).emailProvider_sendMail('test@example.com','알림','긴급 상황입니다.')""}","Send an email to 'test@example.com' with the subject line ""Alert"" and the content ""This is an emergency.""."
47,5,286,이산화탄소가 1000ppm 이상이고 블라인드가 열려 있으면 환풍기를 켜고 블라인드를 닫아 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000.0) and ((#Blind).blind_blind == \""open\"")) {\n  (#Fan).switch_on()\n  (#Blind).blind_close()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000) and ((#Blind).blind_blind == \""open\"")) {\n (#Fan).switch_on()\n (#Blind).blind_close()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if (((#AirQualityDetector).carbonDioxideMeasurement_carbonDioxide >= 1000) and ((#Blind).blind_blind == 'open')) {\n(#Fan).switch_on()\n(#Blind).blind_close()\n}""}","If the carbon dioxide is above 1000 ppm and the blinds are open, turn on the fan and close the blinds."
144,8,433,상단부에 있는 조명과 커튼이 모두 꺼져 있으면 스피커를 켜 줘.,"{
  ""SectorA_Light_Upper_Left"": {
  ""category"": ""Light"",
  ""tags"": [""SectorA"", ""Upper"", ""Left"", ""Light""]
  },
  ""SectorB_Light_Lower_Right"": {
  ""category"": ""Light"",
  ""tags"": [""SectorB"", ""Lower"", ""Right"", ""Light""]
  },
  ""SectorA_Light_Upper_Center"": {
  ""category"": ""Light"",
  ""tags"": [""SectorA"", ""Upper"", ""Center"", ""Light""]
  },
  ""SectorB_Light_Lower_Left"": {
  ""category"": ""Light"",
  ""tags"": [""SectorB"", ""Lower"", ""Left"", ""Light""]
  },
 
  ""SectorA_Curtain_Upper_Left"": {
  ""category"": ""Curtain"",
  ""tags"": [""SectorA"", ""Upper"", ""Left"", ""Curtain""]
  },
  ""SectorB_Curtain_Lower_Right"": {
  ""category"": ""Curtain"",
  ""tags"": [""SectorB"", ""Lower"", ""Right"", ""Curtain""]
  },
  ""SectorA_Curtain_Upper_Center"": {
  ""category"": ""Curtain"",
  ""tags"": [""SectorA"", ""Upper"", ""Center"", ""Curtain""]
  },
  ""SectorB_Curtain_Lower_Left"": {
  ""category"": ""Curtain"",
  ""tags"": [""SectorB"", ""Lower"", ""Left"", ""Curtain""]
  },
 
  ""SectorA_Speaker_Lower_Left"": {
  ""category"": ""Speaker"",
  ""tags"": [""SectorA"", ""Lower"", ""Left"", ""Speaker""]
  },
  ""SectorB_Speaker_Upper_Right"": {
  ""category"": ""Speaker"",
  ""tags"": [""SectorB"", ""Upper"", ""Right"", ""Speaker""]
  },
  ""SectorA_Speaker_Lower_Center"": {
  ""category"": ""Speaker"",
  ""tags"": [""SectorA"", ""Lower"", ""Center"", ""Speaker""]
  },
  ""SectorB_Speaker_Upper_Left"": {
  ""category"": ""Speaker"",
  ""tags"": [""SectorB"", ""Upper"", ""Left"", ""Speaker""]
  }
 }",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((all(#Upper #Light).switch_switch == \""off\"") and (all(#Curtain).curtain_curtain == \""closed\"")) {\n  (#Speaker).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Light #Top).switch_switch == \""off\"" and (#Curtain #Top).curtain_curtain == \""closed\"") {\n (#Speaker).switch_on()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if ((all(#Upper #Light).switch_switch == 'off') and (all(#Upper #Curtain).curtain_curtain == 'closed')) {\n(#Upper #Speaker).switch_on()\n}""}","If all the top lights and curtains are off, turn on the speaker."
7,2,9,재실 센서가 감지 상태이면 알람의 사이렌을 울려줘.,"{
  ""SectorA_OccupancySensor_1"": {
  ""category"": ""OccupancySensor"",
  ""tags"": [""SectorA"", ""OccupancySensor""]
  },
  ""SectorA_OccupancySensor_2"": {
  ""category"": ""OccupancySensor"",
  ""tags"": [""SectorA"", ""OccupancySensor""]
  },
  ""SectorA_OccupancySensor_3"": {
  ""category"": ""OccupancySensor"",
  ""tags"": [""SectorB"", ""OccupancySensor""] 
  },
  ""SectorA_OccupancySensor_4"": {
  ""category"": ""OccupancySensor"",
  ""tags"": [""SectorB"", ""OccupancySensor""] 
  }, 
  ""Alarm"": {
  ""category"": ""Alarm"",
  ""tags"": [""Alarm""]
  }
 }",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#OccupancySensor).presenceSensor_presence == \""present\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#OccupancySensor).presenceSensor_presence == \""present\"") {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#OccupancySensor).presenceSensor_presence == 'present') {\n    (#Alarm).alarm_siren()\n}""}",Sound the alarm's siren if the occupancy sensor is detected.
8,2,10,재실 센서가 감지 상태이면 알람의 사이렌을 울려줘.,"{
  ""SectorA_PresenceSensor_1"": {
  ""category"": ""PresenceSensor"",
  ""tags"": [""SectorA"", ""PresenceSensor""]
  },
  ""SectorA_PresenceSensor_2"": {
  ""category"": ""PresenceSensor"",
  ""tags"": [""SectorA"", ""PresenceSensor""]
  },
  ""SectorA_PresenceSensor_3"": {
  ""category"": ""PresenceSensor"",
  ""tags"": [""SectorB"", ""PresenceSensor""] 
  },
  ""SectorA_PresenceSensor_4"": {
  ""category"": ""PresenceSensor"",
  ""tags"": [""SectorB"", ""PresenceSensor""] 
  }, 
  ""Alarm"": {
  ""category"": ""Alarm"",
  ""tags"": [""Alarm""]
  }
 }",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#PresenceSensor).presenceSensor_presence == \""present\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#PresenceSensor).presenceSensor_presence == \""present\"") {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#PresenceSensor).presenceSensor_presence == 'present') {\n    (#Alarm).alarm_siren()\n}""}",Sound the alarm's siren if the occupancy sensor is detected.
80,4,323,재실 센서에서 더 이상 감지가 안 되면 ‘문이 열렸습니다’라고 말해 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#PresenceSensor).presenceSensor_presence == \""not present\"")\n(#Speaker).mediaPlayback_speak(\""문이 열렸습니다\"")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until ((#PresenceSensor).presenceSensor_presence == \""not present\"")\n(#Speaker).mediaPlayback_speak(\""문이 열렸습니다\"")""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""wait until((#PresenceSensor).presenceSensor_presence == 'not present')\n(#Speaker).mediaPlayback_speak('문이 열렸습니다')""}","When the occupancy sensor no longer detects it, say 'Door is open'."
43,2,273,점유 센서가 감지 상태이면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#OccupancySensor).presenceSensor_presence == \""present\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#OccupancySensor).presenceSensor_presence == \""present\"") {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#OccupancySensor).presenceSensor_presence == 'present') {\n    (#Alarm).alarm_siren()\n}""}",Sound the alarm's siren if an occupancy sensor is detected.
23,2,87,접촉 센서가 접촉되어 있으면 알람의 사이렌을 울려줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#ContactSensor).contactSensor_contact == \""closed\"") {\n  (#Alarm).alarm_siren()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#ContactSensor).contactSensor_contact == \""closed\"") {\n (#Alarm).alarm_siren()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""if ((#ContactSensor).contactSensor_contact == 'closed') {\n    (#Alarm).alarm_siren()\n}""}",Sound the alarm's siren if the contact sensor is in contact.
64,4,306,제습기가 꺼지면 다시 켜 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until((#Dehumidifier).switch_switch == \""off\"")\n(#Dehumidifier).switch_on()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""wait until ((#Dehumidifier).switch_switch == \""off\"")\n(#Dehumidifier).switch_on()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': ""wait until((#Dehumidifier).switch_switch == 'off')\n(#Dehumidifier).switch_on()""}",Turn the dehumidifier back on when it turns off.
28,1,154,조명을 빨간색으로 설정해줘.,"{ 'GreenhouseA_light_left_top_1': {'category': 'Light', 'tags': ['GreenhouseA', 'left_top', 'Light']}, 'GreenhouseA_light_center_1': {'category': 'Light', 'tags': ['GreenhouseA', 'center', 'Light']}}",,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).colorControl_setColor(\""255|0|0\"")""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).colorControl_setColor(\""255|0|0\"")""
 }""}","{'name': 'SetLightRed', 'cron': '', 'period': -1, 'code': ""(#Light).colorControl_setColor('255|0|0')""}",Set the light to red.
30,1,161,조명의 전원을 토글해줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).switch_toggle()""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""(#Light).switch_toggle()""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': '(#Light).switch_toggle()'}",Toggle the power of the light.
166,4,455,조명이 꺼져 있고 사람이 감지되면 3초 후 조명을 켜 줘.,,,"{""name"": ""LightOnIfPersonDetected"",
  ""cron"": """", ""period"": -1, ""code"": ""if ((#Light).switch_switch == \""off\"") and ((#PresenceSensor).presenceSensor_presence == \""present\"") {\n  (#clock).delay(3000)\n  (#Light).switch_on()\n}""}","{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if ((#Light).switch_switch == \""off\"") {\n wait until ((#PresenceSensor).presenceSensor_presence == \""present\"")\n (#Clock).clock_delay(3000)\n (#Light).switch_on()\n}""}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if (((#Light).switch_switch == 'off') and ((#PresenceSensor).presenceSensor_presence == 'present')) {\n    (#Clock).clock_delay(3000)\n    (#Light).switch_on()\n}""}","If the light is off and someone is detected, turn on the light after 3 seconds."
57,5,297,조명이 꺼져 있고 움직임이 감지되지 않으며 커튼이 열려 있으면 조명을 켜고 커튼을 닫아 줘. 관수기가 꺼져 있고 창문이 닫혀 있으면 관수기를 켜고 창문을 열어 줘.,,,"{""name"": ""Scenario1"", ""cron"": """", ""period"": -1, ""code"": ""if (((#Light).switch_switch == \""off\"") and ((#MotionSensor).motionSensor_motion == \""inactive\"") and ((#Curtain).curtain_curtain == \""open\"")) {\n  (#Light).switch_on()\n  (#Curtain).curtain_close()\n}\nif (((#Irrigator).switch_switch == \""off\"") and ((#Window).windowControl_window == \""closed\"")) {\n  (#Irrigator).switch_on()\n  (#Window).windowControl_open()\n}""}","{'name': 'Scenario1', 'cron': '', 'period': -1, 'code': 'if ((#Light).switch_switch == ""off"" and (#MotionSensor).motionSensor_motion == ""inactive"" and (#Curtain).curtain_curtain == ""open"") {\n (#Light).switch_on()\n (#Curtain).curtain_close()\n}\nif ((#Irrigator).switch_switch == ""off"" and (#Window).windowControl_window == ""closed"") {\n (#Irrigator).switch_on()\n (#Window).windowControl_open()\n}'}","{'name': 'Scenario', 'cron': '', 'period': -1, 'code': ""if (((#Light).switch_switch == 'off') and ((#MotionSensor).motionSensor_motion == 'inactive') and ((#Curtain).curtain_curtain == 'open')) {\n(#Light).switch_on()\n(#Curtain).curtain_close()\n}\nif (((#Irrigator).switch_switch == 'off') and ((#Window).windowControl_window == 'closed')) {\n(#Irrigator).switch_on()\n(#Window).windowControl_open()\n}""}","If the lights are off, no motion is detected, and the curtains are open, turn on the lights and close the curtains. If the irrigator is off and the windows are closed, turn on the irrigator and open the windows."
